,Title,Occupation,Company,Company Location,Specs,Link
533,Odoo Implementation Consultant,"['Full Time', 'Hybrid']",IT Systems Corporation ,"6th of October, Giza, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Odoo · ERP · Implementation · Implementing,https://wuzzuf.net/jobs/p/7QCjioUe23G1-Odoo-Implementation-Consultant-IT-Systems-Corporation-Giza-Egypt
534,Production and Planning Manager,"['Full Time', 'On-site']", Circle K ,"New Cairo, Cairo, Egypt ",Manager · 8 - 12 Yrs of Exp · Manufacturing/Production · Production Planning · Production · Planning,https://wuzzuf.net/jobs/p/hBwGPCD1oXgC-Production-and-Planning-Manager-Circle-K-Cairo-Egypt
535,Marketing Executive,"['Full Time', 'On-site']",Universal Education ,"Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Market Research · Communication · Communication skills · digital marketing · Marketing · media · Social Media · SEO,https://wuzzuf.net/jobs/p/nxPQKRhB98MX-Marketing-Executive-Universal-Education-Cairo-Egypt
536,Program Manager,['Full Time'],Presight ,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Information Technology (IT) · Management · Computer Science · Engineering · Program Management · Programming,https://wuzzuf.net/jobs/p/g/5nwiOcmgFMhx-Program-Manager-Presight-Dubai-United-Arab-Emirates
537,Chief Technology Officer,['Full Time'],Quanterra Group ,"Dubai, United Arab Emirates ",Not specified · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Finance · Accounting · Financial Management · Financial Analysis · Management · MBA · Information Technology (IT),https://wuzzuf.net/jobs/p/g/KeFIpYAzmUS0-Chief-Technology-Officer-Quanterra-Group-Dubai-United-Arab-Emirates
538,Product Manager - EPM/AI/ML,"['Full Time', 'Remote']",Azdan Business Analytics ,"Cairo, Egypt ",Manager · 5 - 7 Yrs of Exp · IT/Software Development · Oracle EPM · EPM · Hyperion · Oracle Hyperion,https://wuzzuf.net/jobs/p/2tyQPqVziD1b-Product-Manager---EPMAIML-Azdan-Business-Analytics-Cairo-Egypt
539,IT Executive,['Full Time'],Minor Hotels ,"Doha, Qatar ",Entry Level · Customer Service/Support · IT/Software Development · Sales/Retail · Information Technology (IT) · Sales · Sales Skills · Computer Science · IT Sales · Sales Target · Customer Service,https://wuzzuf.net/jobs/p/g/sKw3ZlwDir13-IT-Executive-Minor-Hotels-Doha-Qatar
540,Project Manager,['Full Time'],VML ,"Riyadh, Saudi Arabia ",Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Management · Computer Science · Civil Engineering · Microsoft Office,https://wuzzuf.net/jobs/p/g/5VoklINB3SLf-Project-Manager-VML-Riyadh-Saudi-Arabia
541,Application Engineer,['Full Time'],"Nalco Water, An Ecolab Company ","Riyadh, Saudi Arabia ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Computer Engineering · Software Engineering · Engineering · SQL,https://wuzzuf.net/jobs/p/g/z83EadgzweC0-Application-Engineer-Nalco-Water-An-Ecolab-Company-Riyadh-Saudi-Arabia
542,Aircraft Mechanic II (UH-60 and CH-47 - Hydraulics) - Camp Buehring Kuwait,['Full Time'],Amentum ,"Kuwait City, Kuwait ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · mechanical engineering · software development · computer science · maintenance · medical · aircraft,https://wuzzuf.net/jobs/p/g/bBovqBJGAnyx-Aircraft-Mechanic-II-UH-60-and-CH-47---Hydraulics---Camp-Buehring-Kuwait-Amentum-Kuwait-City-Kuwait
543,Head Application,['Full Time'],Flow Talent ,"Dubai, United Arab Emirates ",Experienced · Human Resources · IT/Software Development · Engineering - Telecom/Technology · microsoft office · information technology (it) · human resources (hr) · computer science · management · software development · erp,https://wuzzuf.net/jobs/p/g/TxCUvlQ5KwwB-Head-Application-Flow-Talent-Dubai-United-Arab-Emirates
544,Team Administrator,['Full Time'],Clyde & Co ,"Dubai, United Arab Emirates ",Entry Level · Administration · Customer Service/Support · IT/Software Development · Administration · Communication Skills · Computer Science · Information Technology (IT) · SAP · Sales · Business Administration,https://wuzzuf.net/jobs/p/g/xfsEixB0fKT4-Team-Administrator-Clyde-Co-Dubai-United-Arab-Emirates
545,Scrum Master,"['Full Time', 'On-site']",StoreUs  ,"Maadi, Cairo, Egypt ",Manager · 3 - 5 Yrs of Exp · Project/Program Management · Scrum Master · Scrum · Master · automated testing · Agile · agile frameworks · Project · Testing · manager,https://wuzzuf.net/jobs/p/BASMrp390Fue-Scrum-Master-StoreUs-Cairo-Egypt
546,Delivery Lead,['Full Time'],Flow Talent ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · sales · engineering · project management · management · design,https://wuzzuf.net/jobs/p/g/BjQQhHCy6jjQ-Delivery-Lead-Flow-Talent-Riyadh-Saudi-Arabia
547,IT Officer (6-months contract),['Full Time'],The Ned ,"Doha, Qatar ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Installation · Troubleshooting · Computer Engineering · Computer Maintenance · Engineering,https://wuzzuf.net/jobs/p/g/4q8CffapJJdQ-IT-Officer-6-months-contract-The-Ned-Doha-Qatar
548,ServiceNow Platform Architect,['Full Time'],DXC Technology ,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · software development · engineering · javascript · html · css,https://wuzzuf.net/jobs/p/g/li7FE1zc6EsC-ServiceNow-Platform-Architect-DXC-Technology-Riyadh-Saudi-Arabia
549,Solutions Architect UAE,['Full Time'],Bell Integration - Driving Digital Transformation ,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Engineering · Computer Engineering · Software Development · Solution Architecture,https://wuzzuf.net/jobs/p/g/duPkPY3j7Qis-Solutions-Architect-UAE-Bell-Integration---Driving-Digital-Transformation-Dubai-United-Arab-Emirates
550,Staff Nurse-OPD Medical,['Full Time'],Sheikh Shakhbout Medical City - SSMC ,"Dubai, United Arab Emirates ",Experienced · Medical/Healthcare · Sales/Retail · Pharmaceutical · medical · pharmacy · healthcare · sales · science · nursing · health care,https://wuzzuf.net/jobs/p/g/YgbngMuZON7F-Staff-Nurse-OPD-Medical-Sheikh-Shakhbout-Medical-City---SSMC-Dubai-United-Arab-Emirates
551,Solution Architect: Telecom OSS & BSS,['Full Time'],Cognizant ,"Dubai, United Arab Emirates ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · telecommunication · software · oss · bss,https://wuzzuf.net/jobs/p/g/ieFYLfxeG7XR-Solution-Architect-Telecom-OSS-BSS-Cognizant-Dubai-United-Arab-Emirates
552,System Administrator,"['Full Time', 'On-site']",PICO ,"Zamalek, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Engineering · Communication · System Administration · Networks,https://wuzzuf.net/jobs/p/t0EhKzWUVymQ-System-Administrator-PICO-Cairo-Egypt
553,Web Developer (WordPress),['Full Time'],StriveNest ,"Kuwait City, Kuwait ",Entry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Web Development · Software Development · javaScript · Software Engineering · CSS,https://wuzzuf.net/jobs/p/g/Ft63xuLmbuIk-Web-Developer-WordPress-StriveNest-Kuwait-City-Kuwait
554,Information Technology Support Specialist,['Full Time'],Mosook Group ,"Riyadh, Saudi Arabia ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Technical Support · Installation · Maintenance · Customer Support · Customer Service,https://wuzzuf.net/jobs/p/g/zlpVVJBYAmLG-Information-Technology-Support-Specialist-Mosook-Group-Riyadh-Saudi-Arabia
555,Quality Supervisor,['Full Time'],Valmet ,"Riyadh, Saudi Arabia ",Not specified · R&D/Science · Manufacturing/Production · Quality · Quality Control · Quality Assurance · Quality · QC · Engineering · Manufacturing · QA,https://wuzzuf.net/jobs/p/g/LpBBpiE1xY7s-Quality-Supervisor-Valmet-Riyadh-Saudi-Arabia
556,Junior R&D Engineer,"['Full Time', 'Hybrid']",Pro Light Egypt ,"6th of October, Giza, Egypt ",Entry Level · 1 - 3 Yrs of Exp · R&D/Science · Engineering - Mechanical/Electrical · Electronics · Engineering · PCB · PCB Design,https://wuzzuf.net/jobs/p/kNCvi9CEZDlo-Junior-RD-Engineer-Pro-Light-Egypt-Giza-Egypt
557,Quality Assurance Specialist,"['Full Time', 'On-site']",Confidential ,"6th of October, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Quality Assurance · quality · Analysis · Communication skills · QA · MS Office · regulatory,https://wuzzuf.net/jobs/p/4WzNysIB2P7t-Quality-Assurance-Specialist-Giza-Egypt
558,AI Engineer,['Full Time'],UAE General Civil Aviation Authority (GCAA) ,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Information Technology (IT) · Computer Science · Engineering · Python · Software Engineering · NLP,https://wuzzuf.net/jobs/p/g/l9vbQXlT1AOg-AI-Engineer-UAE-General-Civil-Aviation-Authority-GCAA-Dubai-United-Arab-Emirates
559,Intern,['Full Time'],Rolls-Royce Power Systems AG ,"Dubai, United Arab Emirates ",Student · Accounting/Finance · Marketing/PR/Advertising · Media/Journalism/Publishing · Accounting · Finance · Auditing · Marketing · Microsoft Office · Financial Analysis · Social Media,https://wuzzuf.net/jobs/p/g/D2PublMdpOdc-Intern-Rolls-Royce-Power-Systems-AG-Dubai-United-Arab-Emirates
560,Reliability Manager,['Freelance / Project'],SOSi ,"Doha, Qatar ",Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · engineering · microsoft office · maintenance · operations · analysis,https://wuzzuf.net/jobs/p/g/sjgdmxCPhMR1-Reliability-Manager-SOSi-Doha-Qatar
561,Pharmaceutical Research Specialist,['Full Time'],StriveNest ,"Kuwait City, Kuwait ",Experienced · R&D/Science · Analyst/Research · Pharmaceutical · Pharmacy · Research · Pharmaceutical · Science · Market Research · Microsoft Office · Analysis,https://wuzzuf.net/jobs/p/g/X1I5ezNbLdcG-Pharmaceutical-Research-Specialist-StriveNest-Kuwait-City-Kuwait
562,Cost estimator - construction,"['Full Time', 'On-site']",Mobica ,"Dokki, Giza, Egypt ",Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Estimation · Engineering · Cost Estimation · Construction · Communication · English,https://wuzzuf.net/jobs/p/QMlAWedbObP1-Cost-estimator---construction-Mobica-Giza-Egypt
563,Programme Management Support Senior Specialist,['Full Time'],UNOPS ,"Doha, Qatar ",Entry Level · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Customer Service · Customer Support · Customer Care · English · ERP,https://wuzzuf.net/jobs/p/g/5tmcPgSQ5RRs-Programme-Management-Support-Senior-Specialist-UNOPS-Doha-Qatar
564,IT Service Delivery Manager (UAE National),['Full Time'],Miral Experiences ,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Customer Service · Software Development · Project Management · Management · Software,https://wuzzuf.net/jobs/p/g/mIul8FWEZtM3-IT-Service-Delivery-Manager-UAE-National-Miral-Experiences-Dubai-United-Arab-Emirates
565,"Consulting Analyst (12 months contract) Lebanon, Jordan, Morocco, Saudi Arabia and UAE",['Freelance / Project'],Frost & Sullivan ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Strategy/Consulting · Consulting · Analyst · Business Analysis · Computer Science · Information Technology (IT) · Project Management · Strategy,https://wuzzuf.net/jobs/p/g/ac0lIhMdjwFi-Consulting-Analyst-12-months-contract-Lebanon-Jordan-Morocco-Saudi-Arabia-and-UAE-Frost-Sullivan-Riyadh-Saudi-Arabia
566,University Secretary General,"['Full Time', 'On-site']",EELU ,"Dokki, Giza, Egypt ",Senior Management · 10 - 15 Yrs of Exp · Operations/Management · Administration · English,https://wuzzuf.net/jobs/p/f10X7TUbN9GQ-University-Secretary-General-EELU-Giza-Egypt
567,Procedural Modeling Tools Consultant,['Freelance / Project'],Lithe Transformation ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · sql · management · english · architecture,https://wuzzuf.net/jobs/p/g/yGJDBwYfDBT6-Procedural-Modeling-Tools-Consultant-Lithe-Transformation-Riyadh-Saudi-Arabia
568,Laboratory Quality Control Specialist,"['Full Time', 'On-site']",El Negma Pasta Factory  ,"Shubra, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Quality · Analysis · Microsoft Office · quality · Quality Control · Manufacturing · Testing,https://wuzzuf.net/jobs/p/LjCNvREMoUih-Laboratory-Quality-Control-Specialist-El-Negma-Pasta-Factory-Cairo-Egypt
569,Quality assurance compliance specialist,"['Full Time', 'On-site']",Inkall ,"Obour City, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Quality · Quality Control · Compliance · quality · QA,https://wuzzuf.net/jobs/p/tMOLpBFazEMh-Quality-assurance-compliance-specialist-Inkall-Cairo-Egypt
570,Chief financial officer (CFO),['Full Time'],تعميد | Tameed ,"Riyadh, Saudi Arabia ",Experienced · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Finance · Accounting · Financial Management · Financial Analysis · Management · MBA · Microsoft Office,https://wuzzuf.net/jobs/p/g/e8gj5tEQBgxQ-Chief-financial-officer-CFO-تعميد-Tameed-Riyadh-Saudi-Arabia
571,"Account Manager, Uber For Business",['Full Time'],Uber ,"Riyadh, Saudi Arabia ",Experienced · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Business Development · Customer Service · Customer Support · Microsoft Office · Sales Target,https://wuzzuf.net/jobs/p/g/shir2XYoXeVV-Account-Manager-Uber-For-Business-Uber-Riyadh-Saudi-Arabia
572,"Flutter Developer (Dubai Based, Crypto Exchange)",['Full Time'],nahc.io ,"Dubai, United Arab Emirates ",Not specified · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Flutter · Software Development · Android · iOS · Software Engineering,https://wuzzuf.net/jobs/p/g/qN04Y7nb4TP2-Flutter-Developer-Dubai-Based-Crypto-Exchange-nahc-io-Dubai-United-Arab-Emirates
573,"Head, Digital Technology",['Full Time'],QatarEnergy ,"Doha, Qatar ",Experienced · IT/Software Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Media · Digital Marketing · Computer Science · Information Technology (IT) · Accounting,https://wuzzuf.net/jobs/p/g/7RfkDTqgq4Bi-Head-Digital-Technology-QatarEnergy-Doha-Qatar
574,Customer Success Manager,['Full Time'],Forescout Technologies Inc. ,"Riyadh, Saudi Arabia ",Not specified · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Care · Customer Support · Management · Sales · Call Center · Sales Skills,https://wuzzuf.net/jobs/p/g/ZAPUggh7wSEs-Customer-Success-Manager-Forescout-Technologies-Inc-Riyadh-Saudi-Arabia
575,Senior Solutions Architect (Server/Datacenter) - Saudi Arabia,['Full Time'],AMD ,"Dubai, United Arab Emirates ",Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Architecture · AutoCAD · Design · Software Development,https://wuzzuf.net/jobs/p/g/iyRkFKOmzAng-Senior-Solutions-Architect-ServerDatacenter---Saudi-Arabia-AMD-Dubai-United-Arab-Emirates
576,Process Support Engineer,['Full Time'],Qatar Chemical Company ,"Doha, Qatar ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Technical Support · Customer Service · Customer Support · Customer Care,https://wuzzuf.net/jobs/p/g/ICG4EyOW5rQB-Process-Support-Engineer-Qatar-Chemical-Company-Doha-Qatar
577,Product Manager - NetSuite Real Estate,"['Full Time', 'Remote']",Azdan Business Analytics ,"Cairo, Egypt ",Manager · 5 - 7 Yrs of Exp · IT/Software Development · Realestate · ERP Solutions · property management · NetSuite ERP,https://wuzzuf.net/jobs/p/iW2D6wuLPLbt-Product-Manager---NetSuite-Real-Estate-Azdan-Business-Analytics-Cairo-Egypt
578,IT Specialist,['Full Time'],Millennium Downtown Abu Dhabi ,"Dubai, United Arab Emirates ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Installation · Maintenance · Technical Support · Software · Troubleshooting,https://wuzzuf.net/jobs/p/g/DtVaA7fny6u0-IT-Specialist-Millennium-Downtown-Abu-Dhabi-Dubai-United-Arab-Emirates
579,Global Reliability Technician,['Full Time'],Smiths Detection ,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · computer science · information technology (it) · mechanical engineering · maintenance · quality · english,https://wuzzuf.net/jobs/p/g/WVTrEKF4s2Xb-Global-Reliability-Technician-Smiths-Detection-Dubai-United-Arab-Emirates
580,Senior Consultant- Supply Chain & Logistics,['Full Time'],Frost & Sullivan ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology · Supply Chain · Logistics · Information Technology (IT) · Computer Science · Purchasing · ERP · SAP,https://wuzzuf.net/jobs/p/g/Zd1QEnejv8cY-Senior-Consultant--Supply-Chain-Logistics-Frost-Sullivan-Riyadh-Saudi-Arabia
581,Senior Financial Analyst,['Full Time'],Panda Retail Company – Savola Group ,"Makkah, Saudi Arabia ",Experienced · Accounting/Finance · IT/Software Development · Analyst/Research · Finance · Accounting · Financial Analysis · Information Technology (IT) · Analysis · Computer Science · Business Analysis,https://wuzzuf.net/jobs/p/g/NZoGWbPiSXpN-Senior-Financial-Analyst-Panda-Retail-Company-–-Savola-Group-Makkah-Saudi-Arabia
582,Telecom Invoice Engineer,['Full Time'],Ericsson ,"Riyadh, Saudi Arabia ",Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Telecommunication · Information Technology (IT) · Computer Science · Maintenance · Metro · Rail,https://wuzzuf.net/jobs/p/g/g4YaBvlnEtjZ-Telecom-Invoice-Engineer-Ericsson-Riyadh-Saudi-Arabia
583,Pharmaceutical Research Specialist,['Full Time'],TalentFusion Solutions ,"Kuwait City, Kuwait ",Experienced · R&D/Science · Analyst/Research · Pharmaceutical · Pharmacy · Research · Pharmaceutical · Science · Market Research · Microsoft Office · Analysis,https://wuzzuf.net/jobs/p/g/himMzko8OnZ4-Pharmaceutical-Research-Specialist-TalentFusion-Solutions-Kuwait-City-Kuwait
584,Relocate to the USA -  Medical Technologist (MT) / Clinical Laboratory Scientist (CLS),['Full Time'],Sanctuary Animal Health ,"Dubai, United Arab Emirates ",Not specified · Business Development · IT/Software Development · Analyst/Research · crm · computer science · erp · information technology (it),https://wuzzuf.net/jobs/p/g/ZqlrhYavEXWZ-Relocate-to-the-USA---Medical-Technologist-MT-Clinical-Laboratory-Scientist-CLS-Sanctuary-Animal-Health-Dubai-United-Arab-Emirates
585,GMP QA Compliance Supervisor,"['Full Time', 'On-site']",Nerhadou International ,"6th of October, Giza, Egypt ",Experienced · 5 - 9 Yrs of Exp · Quality · Pharmaceutical · Pharmaceutical · QA,https://wuzzuf.net/jobs/p/vA4qUGLilyjl-GMP-QA-Compliance-Supervisor-Nerhadou-International-Giza-Egypt
586,Junior Controller - Intern,['Full Time'],DHL Global Forwarding ,"Dubai, United Arab Emirates ",Student · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Engineering · Software Testing · Quality Assurance · Computer Science · Information Technology (IT) · Microsoft Office,https://wuzzuf.net/jobs/p/g/9AVfPEtvZVFj-Junior-Controller---Intern-DHL-Global-Forwarding-Dubai-United-Arab-Emirates
587,Manager Logistics Performance,['Full Time'],talabat ,"Kuwait City, Kuwait ",Experienced · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Supply Chain · Microsoft Office · Management · Purchasing · Warehousing · English,https://wuzzuf.net/jobs/p/g/47E2w5EI1VJe-Manager-Logistics-Performance-talabat-Kuwait-City-Kuwait
588,Security Solutions Architect,['Full Time'],"NTT DATA, Inc. ","Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture,https://wuzzuf.net/jobs/p/g/4PPFlIn4P5Ya-Security-Solutions-Architect-NTT-DATA-Inc-Riyadh-Saudi-Arabia
589,System Administrators,['Full Time'],Network International ,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · System Administration · Engineering · Linux · Installation · Computer Engineering,https://wuzzuf.net/jobs/p/g/5g52u2CXW3xi-System-Administrators-Network-International-Riyadh-Saudi-Arabia
590,Senior Partnership Manager,['Full Time'],Velents ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Project/Program Management · Sales/Retail · Sales · Sales Skills · Customer Service · Marketing · Project Management · Information Technology (IT) · Customer Support,https://wuzzuf.net/jobs/p/g/Je9L44ESE0mE-Senior-Partnership-Manager-Velents-Riyadh-Saudi-Arabia
591,Technical Project Manager,"['Full Time', 'On-site']",Aldabboos Group     ,"Sheraton, Cairo, Egypt ",Manager · 8 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Project Management · technical project manager · Software Development · ERP Software · Android Software · Database,https://wuzzuf.net/jobs/p/XBZgVTe9RtkI-Technical-Project-Manager-Aldabboos-Group-Cairo-Egypt
592,TS Controller (IT Security Compliance),['Full Time'],Hamad International Airport ,"Doha, Qatar ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · computer science · information technology (it) · javascript · c# · design · iso,https://wuzzuf.net/jobs/p/g/nCdtCD0hiuYI-TS-Controller-IT-Security-Compliance-Hamad-International-Airport-Doha-Qatar
593,Director OF Sales,"['Full Time', 'On-site']",golden group ,"Cairo, Egypt ",Senior Management · 5 - 15 Yrs of Exp · Operations/Management · Sales/Retail · Sales · Marketing · Sales Target · sales skills,https://wuzzuf.net/jobs/p/1nGbOANjWAFT-Director-OF-Sales-golden-group-Cairo-Egypt
594,Senior Graphic Designer,['Full Time'],VML ,"Kuwait City, Kuwait ",Experienced · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Adobe Photoshop · Design · Adobe Illustrator · Adobe Indesign · Social Media · Marketing,https://wuzzuf.net/jobs/p/g/6wNJ1bsll6Km-Senior-Graphic-Designer-VML-Kuwait-City-Kuwait
595,Senior Full Stack ASP.NET Developer,"['Full Time', 'Remote']",OrobaSoft ,"Cairo, Egypt ",Experienced · 4 - 5 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Microservice Architecture · ASP.NET Core · JavaScript · Front-End Development · HTML · CSS,https://wuzzuf.net/jobs/p/hHJs2nA0jswY-Senior-Full-Stack-ASPNET-Developer-OrobaSoft-Cairo-Egypt
596,Systems Engineer Architecture,['Full Time'],Hamad International Airport ,"Doha, Qatar ",Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · Architecture · Information Technology (IT) · AutoCAD · Computer Science · Design · Civil Engineering,https://wuzzuf.net/jobs/p/g/FsS93ji40s14-Systems-Engineer-Architecture-Hamad-International-Airport-Doha-Qatar
597,Project management engineer,['Full Time'],Koch ,"Riyadh, Saudi Arabia ",Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · Civil Engineering · Information Technology (IT) · Computer Science · Construction · PMP,https://wuzzuf.net/jobs/p/g/p2L5EeLAjEno-Project-management-engineer-Koch-Riyadh-Saudi-Arabia
598,Mechanical Engineer,"['Full Time', 'On-site']",ALQIMA Real Estate & Development ,"New Damietta, Damietta, Egypt ",Experienced · 8 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · CAD · Mechanical Engineering · Revit · Mechanical,https://wuzzuf.net/jobs/p/QDbQLgeA8wxO-Mechanical-Engineer-ALQIMA-Real-Estate-Development-Damietta-Egypt
599,Oracle Techno Function SCM,"['Full Time', 'Hybrid']",Global Napi Pharmaceuticals ,"6th of October, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · EBS · Oracle · Information Technology (IT),https://wuzzuf.net/jobs/p/4PzLtNXHqoyT-Oracle-Techno-Function-SCM-Global-Napi-Pharmaceuticals-Giza-Egypt
600,"Lead, Active Defense",['Full Time'],QatarEnergy ,"Doha, Qatar ",Experienced · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · sales target · marketing · engineering · computer science · management,https://wuzzuf.net/jobs/p/g/tsha1PcSTxhR-Lead-Active-Defense-QatarEnergy-Doha-Qatar
601,Continuous Control Monitoring Assistant Manager,['Full Time'],stc ,"Riyadh, Saudi Arabia ",Manager · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · microsoft office · engineering · information technology (it) · computer science · accounting · finance · management,https://wuzzuf.net/jobs/p/g/DnZYNLjcFrvG-Continuous-Control-Monitoring-Assistant-Manager-stc-Riyadh-Saudi-Arabia
602,Assurance - External Audit Manager / Senior Manager (IFRS 17 - Insurance) - KSA,['Full Time'],ACCA Careers ,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Quality · QA · Engineering · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/g/nLU8YLgSTp3c-Assurance---External-Audit-Manager-Senior-Manager-IFRS-17---Insurance---KSA-ACCA-Careers-Riyadh-Saudi-Arabia
603,Solutions Architect (Server/Datacenter) - Saudi Arabia,['Full Time'],AMD ,"Dubai, United Arab Emirates ",Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture,https://wuzzuf.net/jobs/p/g/kqLsnBG7NsqU-Solutions-Architect-ServerDatacenter---Saudi-Arabia-AMD-Dubai-United-Arab-Emirates
604,Project Engineer,['Full Time'],DHL Global Forwarding ,"Riyadh, Saudi Arabia ",Experienced · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Engineering · Civil Engineering · Construction · Information Technology (IT) · Computer Science · Architecture,https://wuzzuf.net/jobs/p/g/1LZiYNxilhyw-Project-Engineer-DHL-Global-Forwarding-Riyadh-Saudi-Arabia
605,Technical Lead - Java Microservice,['Full Time'],Cognizant ,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Computer Engineering · Engineering · Java · Software Engineering,https://wuzzuf.net/jobs/p/g/9pLiNA8jgOTQ-Technical-Lead---Java-Microservice-Cognizant-Dubai-United-Arab-Emirates
